Gold,Silver,BGMI,XAU
1290.25,19.87,648.76,91.410004
1283.25,19.65,,87.330002
1285,19.77,,87.220001
1229,18.67,,82.349998
1232,18.61,,84.349998
1203.25,18.86,619.44,90.150002
1243.5,19.44,,91.470001
1260.75,19.62,,87.660004
1246,19.55,,89.290001
1249.5,19.57,,
1232.75,19.32,636.75,86.440002
1225.5,19.16,,84.980003
1252,19.1,,85.989998
1252.25,19.37,,85.709999
1280.75,19.85,,91.709999
1275,19.66,656.65,89.57
1281.25,19.82,,89.5
1286,19.95,,93.989998
1284.25,19.83,,91.5
1279.75,19.49,,91.379997
1286,19.42,660.31,94.82
1313.75,19.95,,100.330002
1326.75,20.18,,103.589996
1340,20.395,,98.910004
1312,19.92,,99.940002
1327.75,20.02,701.17,100.879997
1330.75,20.1,,100.019997
1322.25,19.68,,99.18
1331.5,19.94,,98.75
1323.75,19.72,,96.110001
1285.75,19.46,691.61,94.190002
1311,19.76,,93.739998
1292,19.78,,88.839996
1275.5,19.27,,88.510002
1287.75,19.73,,95.959999
1305.5,20.31,700.97,97.660004
1325.75,20.835,,102.730003
1334,21.46,,100.290001
1323.25,21.5,,105.209999
1339.5,22,,111.040001
1360.75,22.83,779.3,109.269997
1375.25,23.23,,107.360001
1365.75,22.87,,110.919998
1360,22.94,,106.440002
1370.5,23.07,,108.400002
1374.5,23.06,762.35,111.389999
,,,112.269997
1411,24.29,,107.309998
1425.5,24.74,,104.300003
1406.25,24.11,,104.830002
1392.75,23.64,746.73,103.440002
1391.25,23.97,,
1391.25,24.21,,104.690002
1403.75,23.71,,104.75
1391.75,23.52,,101.25
1368.25,23.05,729.21,103.010002
1386,23.64,,102.190002
1373,23.32,,98.550003
1365.25,22.91,,99.440002
1340.25,22.67,,94.559998
1308.25,21.72,723.97,95.68
1314.75,21.88,,94.940002
1317.25,21.97,,96.510002
1299.75,21.47,,104.879997
1363.5,23,,101.949997
1355.25,22.74,758.14,95.75
1321.75,21.68,,94.07
1316.5,21.44,,93.720001
1320.25,21.68,,95.279999
1332.5,21.97,,93.769997
1321.5,21.61,725.56,93.739998
1335.75,21.68,,93.419998
1332.25,21.7,,91.360001
1293.75,21.14,,91.769997
1309,21.57,,90.550003
1316,21.65,708.87,90.360001
1311,21.77,,91.790001
1321,22.3,,88.940002
1309.5,22.1,,88.790001
1298,21.93,,88.529999
1285.75,21.52,696.33,86.75
1276,21.52,,87.309998
1255.5,20.49,,89.400002
1278.25,21.32,,88.220001
1308.5,21.72,,92.669998
1317,21.87,728.81,92.169998
1316,22.09,,93.959999
1311.75,22.06,,97.919998
1333,22.53,,95.349998
1336.25,22.67,,99.040001
1341.75,22.35,786.97,99.720001
1351,22.54,,100.230003
1346.75,22.31,,97.699997
1349.5,22.74,,99.150002
1333.75,22.2,,95.07
1314.75,21.75,763.06,92.040001
1314.25,21.85,,94.349998
1311.25,21.6,,93.279999
1317,21.94,,94.330002
1316,21.75,,91.739998
1309,21.7,736.21,92.489998
1283.75,21.395,,92.730003
1281,21.1,,90.839996
1276,20.7,,91.459999
1283.25,20.78,,93.730003
1281.75,20.635,749.99,92.610001
1283.5,20.64,,90.720001
1272.25,20.44,,90.75
1271.5,20.24,,88.080002
1248.5,19.97,,87.120003
1241.75,19.93,713.35,86.370003
1231.75,19.71,,86.120003
1250.75,20.11,,84.25
1250.75,19.98,,84.739998
1241.75,19.76,,
1245.25,19.93,695.23,86.459999
1237.5,19.75,,81.879997
1219,19.17,,80.879997
1213,19.05,,83.010002
1234,19.46,,80.970001
1230.75,19.49,669.83,80.800003
1228.5,19.5,,82.480003
1245.75,20.05,,85.790001
1255.25,20.39,,82.830002
1243.5,19.8,,81.779999
1222.75,19.55,670.18,82.150002
1229.5,19.5,,82.940002
1237.25,20.02,,82.599998
1233.25,19.94,,81.589996
1205.25,19.34,,80.410004
1195,19.33,680.41,80.43
1192.75,19.37,,80.489998
1196.5,19.4,,82.790001
,,,83.330002
1209.25,19.92,708.79,84.290001
1201.5,19.65,,82.379997
1201.5,19.5,,84.150002
1219.75,19.94,,87.540001
1232.25,20.18,732.35,86.629997
1238,20.04,,86.959999
1237.5,20.02,,86.93
1226.5,19.52,,85.769997
1226,19.54,,84.199997
1232.25,19.8,707.79,87.050003
1246,20.09,,89.07
1248.75,20.27,,87.739998
1238,20.09,,88.949997
1237.25,20,,89.849998
1241,20.01,729.61,92.300003
1254.75,20.29,,
1247.75,20.03,,93.57
1239.5,19.87,,91.190002
1244.25,20.11,,93.449997
1259.25,20.19,725.73,92.68
1270,19.83,,89.580002
1253.5,19.72,,91.150002
1254.75,19.68,,93.150002
1254,19.41,,91.169998
1246.5,19.31,709.96,90.709999
1246.5,19.27,,89.93
1253,19.34,,90.550003
1257,19.63,,89.459999
1258.5,20.14,,89.419998
1260,19.87,702.86,92.220001
1273.5,20.2,,95.050003
1282.75,20.17,,98.669998
1286.5,20.2,,95.949997
1290.25,20.27,,99.57
1308.5,21.09,760.03,101.989998
1326,21.65,,
1314,21.37,,102.839996
1318.75,21.75,,99.480003
1313.75,21.59,,103.379997
1320.75,21.74,778.99,102.879997
1333,22.05,,103.230003
1332.75,21.73,,101.599998
1340,21.845,,100.25
1331,21.38,,100.089996
1327.75,21.27,769.09,99.550003
1344.25,21.46,,101
1339.5,21.15,,100.489998
1333.5,21.32,,101.949997
1334.25,21.11,,103.150002
1348.25,21.38,782,100.639999
1334.25,20.99,,99.860001
1348,21.25,,99.870003
1355.75,20.97,,102.830002
1371,21.24,,105.300003
1370,21.36,764.67,106.199997
1379,21.22,,102.910004
1362.5,20.94,,102.080002
1346,20.75,,98.279999
1327,20.17,,98.550003
1338.5,20.55,736.11,98.510002
1322,20.2,,93.919998
1314.75,20,,94.519997
1314.5,20.03,,90.82
1295,19.68,,91.82
1295.75,19.71,722.08,93.360001
1294,19.97,,91.199997
1286.5,19.8,,91.540001
1284,19.82,,93.529999
1287.25,19.83,,92.690002
1293.5,19.93,732.91,93.300003
1299,19.81,,92.940002
1314.75,20.15,,95.199997
1309.75,19.89,,95.779999
1321.5,20.24,,94.190002
1317.25,20.09,740.29,92.550003
1324.5,19.74,,93.830002
1311.5,19.77,,91.870003
1299,19.6,,90.830002
1299.25,19.62,,90.18
,,720.73,
,,,89.900002
1290.75,19.51,,91.050003
1283.5,19.46,,92.879997
1283.5,19.06,,91.620003
1294.25,19.66,736.4,93.309998
1302,19.6,,91.370003
1289.75,19.33,,92.879997
1292,19.28,,92.260002
1283,19.06,,90.989998
1285,19.17,736.2,93
,,,92.730003
1308.5,19.64,,92
1311,19.64,,90.029999
1291.25,19.25,,89.910004
1289,19.25,733.58,89.379997
1292.75,19.46,,90.629997
1292.75,19.44,,90.389999
1300.25,19.87,,90.959999
1303.75,19.66,,89.68
1293.75,19.33,737.38,88.860001
1301,19.55,,89.099998
1291.5,19.37,,88.68
1292,19.31,,88.699997
1294.5,19.56,,88.769997
1292,19.42,722.24,88.220001
1283,19.25,,85.089996
1265.25,19.125,,83.639999
1254,18.85,,84.43
1254,19,699.74,85.059998
1244.75,18.81,,84.629997
1244.25,18.87,,84.980003
1246,18.76,,85.040001
1244.75,18.81,,86.660004
1254,19.03,707.96,86.699997
1255,19.11,,86.43
1253.5,19,,88.18
1262.5,19.2,,89.690002
1261.75,19.33,,91.760002
1273,19.58,722.85,92.300003
1281.75,19.67,,91.889999
1264.5,19.55,,92.389999
1269,19.73,,94.709999
1282,19.94,,99.120003
1310,20.62,761.67,98.459999
1313.5,20.75,,100.190002
1323,21.12,,97.309998
1312,20.78,,98.160004
1311.5,20.83,,98.970001
1315.25,21.04,771.39,99.099998
1313,20.87,,100.860001
1325.75,21.08,,99.949997
1326.75,21.04,,101.339996
1322.5,21,,101.480003
1321.5,21.12,802.18,
1313.25,20.95,,99.980003
1318.25,21.08,,101.150002
1322.5,21.13,,103.769997
1343.25,21.5,,101.720001
1336.5,21.415,810.76,104.07
1321.25,21.13,,101.360001
1312,20.93,,98.300003
1297.5,20.7,,99.900002
1302.75,20.78,,102.449997
1310.25,20.94,815.69,101.980003
1312.75,20.93,,101.919998
1307,20.81,,100.790001
1307.5,20.93,,100.309998
1300,20.84,,98.559998
1292.5,20.46,788.16,101.589996
1305,20.63,,102.190002
1307.5,20.64,,101.860001
1297.5,20.54,,100.910004
1295,20.69,,98.870003
1284.5,20.34,786.12,99.489998
1293.5,20.35,,98.309998
1292.75,20.2,,99.07
1288.5,19.78,,101.129997
1302,20.07,,101.099998
1317.5,20.13,784.58,101.260002
1308.25,19.85,,102.410004
1311,20.08,,103.849998
1309.25,19.9,,103.830002
1315,19.86,,102.599998
1313.6,19.86,792.41,101.970001
1302.75,19.59,,102.470001
1300.25,19.66,,101.599998
1294.5,19.42,,101.830002
1280.5,19.4,,99.650002
1281,19.49,780.29,99.449997
,,,98.080002
1286.5,19.49,,100.209999
1285,19.32,,100.07
1288,19.75,,101.040001
1285.75,19.47,779.5,102.269997
1287.25,19.49,,
1277.75,19.2,,98.720001
1268.5,19.1,,98.199997
1271,19.21,,95.07
1264,19.13,739.9,95.300003
1267.25,19.19,,92.75
1256,19,,93.610001
1254.25,19.01,,92.260002
1247,18.7,,93
1237.25,18.64,726.63,91.660004
1234.75,18.64,,91.690002
1238.75,18.75,,92.400002
1236.5,18.63,,90.43
1223,18.5,,89.139999
1222.5,18.45,700.51,86.93
1214,17.74,,84.440002
1225,17.92,,85.879997
1224,17.76,,84.980003
1210.5,17.52,,84.949997
1222.25,17.54,674.01,83.919998
1217.75,17.58,,82.849998
1210,17.11,,81.110001
1208.5,17.04,,81.010002
1214.5,17.09,,81.629997
1207.5,16.97,656.46,78.419998
1193.25,17.02,,79.650002
1207.5,17.36,,76.769997
1220,17.35,,82.099998
1227.5,17.64,,78.959999
1222.25,17.26,644.05,77.260002
,17.26,,
1228,17.41,,78.489998
1233,17.5,,79.269997
1223.5,17.01,,79.220001
1241,17.46,,79.300003
1238,17.36,641.63,77.080002
1241,17.38,,78.550003
1251.75,17.36,,78.75
1246.75,17.36,,75.93
1240.5,17.07,,76.25
1231.75,17.19,633.75,75.93
1230.5,17.18,,74.580002
1228.25,17.18,,75.830002
1228,17.2,,72.900002
1205.75,16.78,,67.970001
1173.25,16.2,569.6,64.879997
1170.75,16.15,,66.830002
1169.25,16.12,,64.349998
1145.25,15.32,,61.630001
1144.5,15.28,,64.269997
1145,15.42,546.82,69.040001
1172,15.67,,65.089996
1151.25,15.57,,67.870003
1163.25,15.62,,67.709999
1161,15.74,,66.699997
1154,15.35,561.24,70.82
1187,16.2,,71.940002
1202,16.27,,75.099998
1200.75,16.26,,71.209999
1194,16.2,,73.07
1193.25,16.3,594.84,73.769997
1196,16.33,,72.769997
1202.25,16.66,,75.419998
1195.75,16.61,,74.440002
1196.5,16.42,,
1184.5,15.97,606.55,68.389999
1178.75,15.73,,73.120003
1197,16.16,,70.669998
1203.25,16.3,,73.07
1204,16.42,,71.459999
1204.5,16.33,565.9,70.150002
1195.25,16.26,,70.18
1206.5,16.37,,73.309998
1228.25,17.06,,71
1219.5,16.98,,69.959999
1223.5,17.07,526.1,68.68
1210.75,16.85,,64.089996
1199.25,16.29,,63.150002
1199,15.95,,66.510002
1210.75,16.08,,69.470001
1197.5,15.86,526.1,69.360001
1195.25,16.09,,65.360001
1179.5,15.71,,64.82
1177,15.77,,66.580002
,,499.1,68.400002
1194,16,,66.68
1186.5,15.79,,69.059998
1199.25,15.97,,68.779999
1184.25,15.71,513.02,70.510002
1192,15.88,,71.800003
1211,16.29,,75.839996
1213.75,16.33,,74.610001
1206.5,16.37,,73.330002
1211.25,16.24,531.25,76.169998
1222,16.52,,79.029999
1239,17,,75.300003
1228.75,16.64,,73.279999
1235.25,17.12,,77.209999
1258.25,16.92,518.99,79.519997
1275.5,17.65,,
1292.25,17.8,,82.07
1298,18.22,,81.209999
1287,18.08,,81.120003
1293.5,18.23,557.39,78.330002
1282.75,17.83,,79.529999
1279,17.87,,81.919998
1287,18.01,,78.449997
1275.5,17.43,,77.129997
1263.5,16.92,513.76,79.400002
1274.25,17.22,,79.400002
1281,17.59,,78.900002
1269.25,17.39,,80.019997
1263.75,17,,81.029999
1264,17.22,552.68,76.919998
1242.25,16.97,,78.25
1237.5,16.8,,76.879997
1235.5,16.95,,75.370003
1225.25,16.89,,76.480003
1225.75,16.86,531.08,77.120003
1233.5,17.27,,
1221.75,16.82,,74.800003
1206.5,16.42,,76.470001
1217.75,16.73,,74.68
1203.5,16.34,533.69,74.279999
1193.5,16.2,,74.230003
1195.5,16.32,,73.980003
1206.5,16.51,,75.400002
1220,16.82,,75.839996
1205,16.53,537.99,76.940002
1216.75,16.63,,75.260002
1207.75,16.42,,73.809998
1204.25,16.32,,72.690002
1199.75,16.19,,72.529999
1196.5,15.99,514.51,67.599998
1173.75,15.92,,65.230003
1161,15.78,,63.779999
1158.75,15.64,,65.970001
1161.25,15.68,,65.57
1156.5,15.5,473.55,65.580002
1157,15.58,,65.5
1154.75,15.56,,64.389999
1149,15.47,,67.580002
1164,15.88,,67.230003
1171.75,16.17,467.03,69.269997
1181.4,16.73,,70.809998
1193.25,16.97,,70.559998
1192.55,16.94,,69.489998
1209.4,17.13,,68.389999
1198,17.14,488.63,67.730003
1187.4,16.65,,66.519997
1179.25,16.6,,65.5
1181.25,16.56,,68.900002
1201.5,16.84,,67.959999
,,484.05,
,,,70.480003
1208.5,16.86,,69.07
1211.1,16.84,,68.080002
1196,16.3,,67.669998
1201.9,16.55,484.12,69.269997
1197.85,16.27,,68.300003
1191.45,16.08,,69.110001
1189.85,16.18,,71.830002
1204.6,16.47,,70.900002
1204.55,16.36,514.64,70.949997
1203.25,16.09,,71.199997
1197.7,16.08,,71.220001
1202.4,16.05,,69.379997
1187.75,15.86,,70.629997
1192.15,15.83,506.99,69.949997
1182.75,15.84,,71.68
1201.4,16.32,,74.120003
1204.8,16.48,,74.709999
1204.3,16.52,,72.870003
1179,16.17,538.3,73.190002
,,,73.449997
1187.4,16.42,,72.93
1191.25,16.41,,71.540001
1183,16.35,,71.790001
1185.25,16.31,529.4,72.470001
1184.75,16.39,,72.779999
1184.45,16.46,,73.529999
1193,16.65,,75.239998
1214.75,17.4,,75.360001
1216.3,17.25,550.98,75.120003
1228.15,17.7,,74.870003
1219.65,17.4,,71.980003
1206.75,17.07,,72.07
1209.6,17.18,,71.849998
1211,17.25,523.82,71.25
1194,16.79,,68.690002
1187.85,16.66,,68.760002
1189.45,16.68,,69.830002
1190.4,16.67,505.05,69.699997
1187.3,16.61,,69.290001
1188.75,16.7,,70.529999
1186.6,16.6,,69.25
1182.45,16.47,,68.629997
1175.9,16.15,492.45,67.720001
1173.4,16.06,,68.129997
1181,16.13,,67.559998
1186,16.13,,68.470001
1180.5,15.87,,67.129997
1179.25,15.93,486.5,66.550003
1178.25,15.93,,66.949997
1182.1,16.03,,65.989998
1178.5,15.98,,67.449997
1198,16.24,,68.370003
1198.15,16.12,495.27,66.650002
1193.7,16.19,,65.599998
1183.35,15.96,,65.739998
1175.75,15.89,,65.849998
1174.6,15.77,,65.099998
1174.4,15.83,479.73,64.68
1176.5,15.83,,63.91
1175,15.7,,63.139999
1171.7,15.63,,61.369999
1164.3,15.61,,62.650002
1168.25,15.64,452.71,
1164.25,15.59,,63.5
1166.25,15.61,,60.41
1154.25,14.99,,59.950001
1162.1,15.38,,59.689999
1162.4,15.45,439.14,59.009998
1154.95,15.45,,59.48
1153.2,15.28,,59
1154.75,15.31,,57.349998
1145.1,14.93,,56.900002
1143,15.01,421.95,54.200001
1115,14.84,,48.630001
1108,14.75,,50.009998
1096.8,14.78,,49.650002
1101.65,14.88,,47.290001
1083.75,14.49,354.12,48.52
1098.6,14.69,,46.66
1095.6,14.54,,47.470001
1096.75,14.61,,48.369999
1085.65,14.64,,46.639999
1080.05,14.56,338.73,47.57
1093,14.73,,45.540001
1092.6,14.54,,45.669998
1086.5,14.52,,44.509998
1085,14.59,,45.860001
1091.35,14.75,336.75,45.700001
1094.8,14.88,,49.240002
1113.25,15.31,,49.470001
1116.8,15.36,,52.860001
1117.35,15.33,,50.09
1116.75,15.55,348.51,49.709999
1117.3,15.23,,51.560001
1119.15,15.23,,50.560001
1123.2,14.84,,51.959999
1137.95,15.5,,53.75
1149.35,15.46,355.42,52.169998
1153.5,14.94,,48.09
1154.25,14.87,,46.189999
1134.4,14.41,,43.970001
1128.5,14.27,,46.84
1125.5,14.44,327.48,48.82
,,,48.43
1141.9,14.68,,46.810001
1140,14.56,,46.23
1130.05,14.71,,45.619999
1125,14.69,327.68,45.330002
1121,14.54,,
1120.85,14.63,,45.77
1122.3,14.77,,44.48
1107.75,14.72,,44.439999
1106.35,14.58,330.98,45.029999
1108,14.43,,44.27
1105.5,14.35,,44.27
1109.75,14.51,,47.310001
1118.15,14.76,,48.470001
1136,15.26,354.41,48.669998
1136.85,15.18,,47.439999
1129.3,14.94,,45.23
1124.6,14.8,,44.610001
1134.45,14.79,,47.889999
1145.5,14.99,335.05,47.27
1137.5,14.7,,44.630001
1124.6,14.56,,44.84
1122.5,14.65,,46.25
1114.2,14.55,,45.200001
1106.3,14.43,315.06,49.02
1134.35,15.25,,51.279999
1136.9,15.67,,53.380001
1147.9,15.82,,53.98
1143.3,15.61,,53.650002
1151.5,15.99,378.32,56.040001
1164.2,15.96,,53.950001
1154.4,15.61,,54.060001
1173.7,15.84,,57.779999
1183.35,16.18,,57.959999
1176.35,16.04,399.22,56.029999
1171.65,15.86,,53.59
1173.7,15.86,,55.639999
1174.4,15.75,,53.650002
1166.45,15.77,,54.889999
1171.55,15.98,375.93,56.299999
1168.5,16.1,,54.540001
1165.75,15.8,,54.57
1171.5,16.03,,54.09
1159,15.82,,52.25
1147.75,15.63,353.31,51.450001
1135.8,15.4,,51.919998
1130.9,15.38,,51.849998
1118,15.26,,50.490002
1107.3,15.02,,48.240002
1107.7,15.08,334.27,46.009998
1095.6,14.78,,47.049999
1092.5,14.55,,45.68
1088.6,14.44,,45.939999
1087.6,14.39,,45.23
1083.75,14.39,300.2,45.560001
1094.5,14.36,,46.110001
1080.8,14.25,,43.630001
1070.5,14.17,,45.48
1073.1,14.21,,46.52
1085.15,14.29,298.15,44.77
1068.35,13.98,,44.419998
1073,14.14,,46.150002
1072.2,14.07,,45.959999
1070.5,14.29,,
1064.65,14.11,292.55,44.919998
1055.65,14.08,,46.150002
1069.25,14.21,,47.689999
1066.9,14.14,,46.540001
1050.6,13.93,,47.169998
1063,14.13,297.83,49.950001
1082.7,14.49,,47.299999
1071.75,14.24,,46.470001
1078.4,14.27,,47.209999
1072,14.17,,47.369999
1067.2,13.92,293.04,47.41
1068,13.71,,44.57
1069.15,13.74,,44.68
1065.75,13.74,,46.700001
1065.85,14.08,,43.209999
1055.25,13.82,265.74,44.540001
1071.15,14.2,,45.330002
1077,14.24,,45.360001
1071.5,14.33,,46.709999
1071.9,14.2,,47.810001
,,296.75,
,,,45.779999
1067.25,13.93,,46.150002
1067.8,13.82,,45.200001
1062.25,13.82,,45.299999
,,278.62,
1072.7,14,,46.400002
1078,14.01,,46.18
1083.85,14.005,,46.810001
1096,14.03,,48.459999
1097.45,14.04,291.98,47.099998
1104.7,13.97,,44.380001
1094.85,13.88,,42.849998
1081.8,13.83,,43.049999
1090.75,14.02,,41.52
1081.1,13.8,249.26,41.419998
1090.45,13.88,,
1087,14.03,,38.84
1093.2,14.05,,40.099998
1096.8,14.01,,40.619999
1097.65,14.17,245.05,40.919998
1103.7,14.22,,42.09
1114.7,14.33,,44.439999
1116.5,14.38,,45.66
1119,13.58,,44.709999
1112.9,14.08,265.71,45.959999
1122,14.33,,47.360001
1123.6,14.26,,46.25
1130,14.41,,50.02
1146.25,14.74,,52.619999
1158.5,14.91,316.38,55.299999
1173.4,14.94,,56.779999
1188.9,15.34,,54.34
1183.4,15.12,,55.400002
1223.25,15.65,,58.759998
1239.5,15.64,337.97,60.639999
1208.45,15.26,,
1212,15.35,,57.240002
1202.4,15.25,,58.709999
1204.4,15.25,,61.549999
1221.5,15.37,366.2,60.529999
1203.65,15,,61.470001
1218.75,15.21,,62.389999
1232.25,15.32,,62.889999
1235.4,15.16,,63.529999
1231,15.17,370.62,61.900002
1234.15,14.75,,63.919998
1240,14.99,,61.610001
1229.35,14.82,,64.019997
1241.95,14.97,,66.889999
1271.5,15.43,395.19,66.75
1267.6,15.66,,68.940002
1274.1,15.66,,65.879997
1258.25,15.27,,66.599998
1247.25,15.27,,69.279999
1262.25,15.5,409.54,68.089996
1256.55,15.6,,66.370003
1233.6,15.32,,66.75
1233.1,15.29,,71.389999
1269.6,15.73,,70.919998
1254.5,15.94,425.1,71.18
1244.25,15.81,,71.43
1251.8,15.89,,71.32
1232.2,15.58,,66.099998
1216.45,15.28,,67.480003
,,401.16,
,,,67.220001
1216.45,15.06,,70.75
1238.2,15.38,,70.32
1233.6,15.38,,69.510002
1232.1,15.38,411.93,69.720001
1215,14.96,,67.629997
1231.5,15.19,,69.610001
1225.75,15.07,,69.879997
1237.5,15.22,,71.089996
1235,15.16,416.53,74.019997
1247.25,15.56,,78.629997
1259.2,15.96,,79.910004
1245.75,15.98,,78.43
1240.3,16.13,,75.970001
1229.75,16.17,459.39,77.919998
1237.7,16.2,,78.43
1241.7,16.62,,82.989998
1247.75,16.97,,81.519997
1257.65,17.32,,82.589996
1245.4,17.19,488.4,80.860001
1230.85,16.86,,80.160004
1234.5,16.95,,82.07
1244.75,17.34,,83.43
1256.6,17.35,,86.900002
1274.5,17.855,520.22,92.849998
,,,90.730003
1296.5,17.49,,87.230003
1280.3,17.18,,83.269997
1275.75,17.38,,85.150002
1280.25,17.31,501.94,88.529999
1277.75,17.33,,82.480003
1264.85,17.04,,85.589996
1271.8,17.51,,88.25
1268.3,17.23,,86.489998
1275.15,17.09,504.8,86.980003
1281,17.32,,89.209999
1270.1,17.08,,90.93
1270.9,17.05,,83.68
1253.75,16.6,,85.339996
1256.5,16.56,496.13,85.440002
1250.4,16.31,,85.099998
1242.65,16.27,,80.150002
1220.75,16.205,,82.230003
1226.65,16.46,,82.120003
1221.25,16.3,487.11,79.410004
1210.5,16.06,,80.580002
1216.25,15.95,,80.440002
1215.5,15.98,,80.650002
1211,16.1,477.29,89.059998
1240.55,16.4,,89.910004
1241.1,16.31,,88.629997
1252.4,16.75,,91.610001
1258.35,17.05,,92.339996
1266.6,17.32,532.34,90.389999
1284.1,17.32,,90.580002
1279.4,17.25,,88.519997
1282,17.41,,92.419998
1307,17.71,,89.860001
1284.5,17.37,524.87,90.339996
1283.25,17.335,,91.019997
1280.8,17.36,,89.25
1265,17.2,,90.889999
1265.75,17.29,,90.43
1313.85,18.04,531.45,93.699997
1324.6,17.7,,94.059998
1312,17.57,,93.269997
1317.75,18.21,,95.800003
1317,18.36,,97.639999
1331.75,19.24,573.32,102.5
1348.75,20.36,,
1344.75,19.73,,103.470001
1370,20.43,,106.860001
1367.1,19.95,,103.839996
1356.1,19.72,596.55,107.190002
1358.25,20.47,,108.199997
1352.85,20.35,,105.209999
1340.25,20.29,,108.459999
1325.7,20.25,,108.410004
1330.5,20.14,613.07,107.730003
1326.15,19.72,,108.419998
1332.2,19.99,,106.800003
1325.6,19.7,,100.470001
1322,19.34,,104.040001
1323.2,19.7,588.27,103.739998
1315,19.41,,99.889999
1321.25,19.68,,103
1320.8,19.58,,107.589996
1341.3,20.41,,107.739998
1332.5,20.04,602.42,110.279999
1348.85,20.51,,111.610001
1358.15,20.71,,112.860001
1364.4,20.59,,111.93
1351.15,20.16,,112.830002
1362.6,20.22,616.24,109.610001
1330,19.66,,110.389999
1332.9,19.7,,111.099998
1351.85,20.335,,112.730003
1344.55,20.21,,112.290001
1336.7,19.87,634.16,111.730003
1339.2,19.9,,111.470001
1349.1,20.035,,110.830002
1342.75,19.57,,109.239998
1347.1,19.78,,110.720001
1346.85,19.415,622.12,107.690002
1334.3,18.91,,105.709999
1338.5,18.98,,103.889999
1337.3,18.84,,95.339996
1324.5,18.5,,96.510002
1324.9,18.67,543.64,95.800003
,,,96.93
1318.85,18.78,,91.839996
1314.45,18.74,,90.169998
1305.7,18.65,,93.32
1311.5,18.75,526.21,96.629997
1328.3,19.46,,
1330.05,19.6,,101.550003
1348.75,19.92,,101.080002
1348,19.93,,99.279999
1335.65,19.41,561.32,93.459999
1327.5,18.72,,96.75
1328.5,19.16,,92.239998
1323.2,19.04,,92.279999
1320.1,18.96,,92.709999
1314.25,18.91,531.81,91.5
1315.05,19.12,,92.279999
1315.4,19.17,,92.43
1319.6,19.43,,99.199997
1332.45,19.875,,98.779999
1335.9,19.82,560.23,95.760002
1336.3,19.44,,94.449997
1335.85,19.42,,92.980003
1324.8,19.12,,95.669998
1320.85,19.01,,95.010002
1327.9,19.35,543.86,94
1318.65,19.18,,92.07
1309.15,18.74,,83.419998
1274,17.8,,83.879997
1265.5,17.76,,81.440002
1255,17.33,,81.32
1262.1,17.78,,81.93
1256.4,17.48,,80.169998
,,,81.93
1255.7,17.44,,82.589996
1258,17.59,,81.029999
1256.15,17.47,,
,,,82.230003
1252.7,17.4,,85.339996
1261.65,17.65,,87.589996
1269.75,17.69,,87.470001
1269.2,17.6,,86.870003
1263.95,17.51,,
,,,85.169998
1267,17.64,,
1269.3,17.73,,87.31
1273.9,17.66,,85.43
1269.3,17.66,,84.26
1265.9,17.61,,84.77
1274.2,17.76,,86.95
1284.4,18.24,,89.31
1295.85,18.54,,87.72
1293,18.07,,89.33
1301.7,18.3,,89.12
1286.8,18.22,,86.72
1284,18.26,,87.19
1304.55,18.81,,89.83
1280.9,18.75,,83.82
1255.65,18.59,,78.05
1222.6,17.195,,78.83
1228.9,17,,82.4
1225.7,16.95,,81.5
1232,17.04,,79.85
1206.1,16.51,,79.31
1214.95,16.68,,81.08
1217.55,16.76,,81.98
1213.25,16.56,,78.92
1187.25,16.31,,
1187.5,16.465,,79.13
1189.1,16.68,,81.69
1187.3,16.54,,80.88
1187.4,16.67,,79.88
1168.75,16.3,,79.31
1171.65,16.35,,82.3
1164.9,16.62,,82.79
1171.15,16.79,,82.15
1171.25,16.77,,82.57
1174.75,17.13,,82.57
1168.9,16.95,,80.08
1154.4,16.86,,80.26
1157.35,17.01,,81.19
1160.95,17.11,,77.02
1132.45,16.14,,73.71
1134.85,16.05,,73.41
1137.6,16,,73.53
1132.75,15.8,,73.81
1134.4,16.03,,73.65
1130.55,15.77,,73.03
1131,15.74,,74.23
,,,76
1139.75,15.85,,77.3
1146.8,16.06,,82.04
1159.1,16.24,,78.86
1148.65,15.95,,82.01
1165.9,16.42,,83.39
1173.05,16.59,,87.93
1178,16.45,,85.31
1176.1,16.52,,85.4
1183.2,16.665,,86.5
1187.55,16.79,,86.41
1206.65,16.91,,86.22
1196.35,16.76,,87.04
1202.75,16.82,,
1217.5,17,,89.1
1212.5,17.12,,87.96
1203.35,16.95,,87.56
1199.1,16.89,,88.68
1213.75,17.14,,91.26
1213.3,17.105,,91.91
1203.5,16.93,,90.36
1191.55,16.86,,88.2
1184.2,16.7,,89.58
1189.85,17.1,,89.02
1198.8,17.29,,91.76
1210,17.6,,91.75
1224.05,17.71,,93.11
1213.05,17.28,,92.92
1221.85,17.6,,96.19
1231,17.6,,95.29
1235.6,17.74,,96.72
1241.75,17.715,,94.02
1225.75,17.62,,95.42
1229.4,17.97,,94.51
1229.65,17.905,,94.27
1225.15,17.88,,93.4
1236.75,18.1,,94.46
1241.4,18.005,,92.56
1235.35,17.98,,
1228.7,17.89,,91.73
1237.5,18,,89.91
1237.35,18,,89.61
1255.35,18.27,,88.62
1256.25,18.34,,84.47
1251.9,18.28,,84.58
1246.05,18.33,,85.03
1243.3,18.33,,80.96
1228.75,17.66,,82.14
1231.15,17.81,,79.88
